['C0', '4', '2.517767']
['C1', '4', '0.206838']
['C2', '4', '0.523994']
['C3', '3', '0.138131']
['C4', '4', '2.050099']
['C5', '2', '4.505985']
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N58', '', 0]
Action: ['move', 'N57', 'N58', 0.640666]

Open List:
----------------------
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N8', '', 0]
Action: ['move', 'N57', 'N8', 3.774335]

Open List:
----------------------
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N93', '', 0]
Action: ['move', 'N57', 'N93', 0.325329]

Open List:
----------------------
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
['N54', '', 0]
['N78', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N50', '', 0]
Action: ['move', 'N57', 'N50', 2.017468]

Open List:
----------------------
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
['N54', '', 0]
['N78', '', 0]
['N31', '', 0]
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N20', '', 0]
Action: ['move', 'N57', 'N20', 4.947046]

Open List:
----------------------
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
['N54', '', 0]
['N78', '', 0]
['N31', '', 0]
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N47', '', 0]
Action: ['move', 'N57', 'N47', 0.615487]

Open List:
----------------------
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
['N54', '', 0]
['N78', '', 0]
['N31', '', 0]
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
['N33', '', 0]
['N15', '', 0]
['N81', '', 0]
['N11', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N71', '', 0]
Action: ['move', 'N58', 'N71', 2.313475]

Open List:
----------------------
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
['N54', '', 0]
['N78', '', 0]
['N31', '', 0]
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
['N33', '', 0]
['N15', '', 0]
['N81', '', 0]
['N11', '', 0]
['N45', '', 0]
['N6', '', 0]
['N10', '', 0]
['N59', '', 0]
['N25', '', 0]
['N26', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N73', '', 0]
Action: ['move', 'N58', 'N73', 9.972651]

Open List:
----------------------
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
['N54', '', 0]
['N78', '', 0]
['N31', '', 0]
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
['N33', '', 0]
['N15', '', 0]
['N81', '', 0]
['N11', '', 0]
['N45', '', 0]
['N6', '', 0]
['N10', '', 0]
['N59', '', 0]
['N25', '', 0]
['N26', '', 0]
['N98', '', 0]
['N39', '', 0]
['N80', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N38', '', 0]
Action: ['move', 'N58', 'N38', 5.64462]

Open List:
----------------------
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
['N54', '', 0]
['N78', '', 0]
['N31', '', 0]
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
['N33', '', 0]
['N15', '', 0]
['N81', '', 0]
['N11', '', 0]
['N45', '', 0]
['N6', '', 0]
['N10', '', 0]
['N59', '', 0]
['N25', '', 0]
['N26', '', 0]
['N98', '', 0]
['N39', '', 0]
['N80', '', 0]
['N90', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N3', '', 0]
Action: ['move', 'N58', 'N3', 5.900428]

Open List:
----------------------
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
['N54', '', 0]
['N78', '', 0]
['N31', '', 0]
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
['N33', '', 0]
['N15', '', 0]
['N81', '', 0]
['N11', '', 0]
['N45', '', 0]
['N6', '', 0]
['N10', '', 0]
['N59', '', 0]
['N25', '', 0]
['N26', '', 0]
['N98', '', 0]
['N39', '', 0]
['N80', '', 0]
['N90', '', 0]
['N34', '', 0]
['N36', '', 0]
['N30', '', 0]
['N2', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N17', '', 0]
Action: ['move', 'N58', 'N17', 0.659704]

Open List:
----------------------
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
['N54', '', 0]
['N78', '', 0]
['N31', '', 0]
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
['N33', '', 0]
['N15', '', 0]
['N81', '', 0]
['N11', '', 0]
['N45', '', 0]
['N6', '', 0]
['N10', '', 0]
['N59', '', 0]
['N25', '', 0]
['N26', '', 0]
['N98', '', 0]
['N39', '', 0]
['N80', '', 0]
['N90', '', 0]
['N34', '', 0]
['N36', '', 0]
['N30', '', 0]
['N2', '', 0]
['N52', '', 0]
['N87', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N46', '', 0]
Action: ['move', 'N58', 'N46', 2.342099]

Open List:
----------------------
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
['N54', '', 0]
['N78', '', 0]
['N31', '', 0]
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
['N33', '', 0]
['N15', '', 0]
['N81', '', 0]
['N11', '', 0]
['N45', '', 0]
['N6', '', 0]
['N10', '', 0]
['N59', '', 0]
['N25', '', 0]
['N26', '', 0]
['N98', '', 0]
['N39', '', 0]
['N80', '', 0]
['N90', '', 0]
['N34', '', 0]
['N36', '', 0]
['N30', '', 0]
['N2', '', 0]
['N52', '', 0]
['N87', '', 0]
['N74', '', 0]
['N72', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N86', '', 0]
Action: ['move', 'N58', 'N86', 7.932999]

Open List:
----------------------
['N65', '', 0]
['N69', '', 0]
['N54', '', 0]
['N78', '', 0]
['N31', '', 0]
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
['N33', '', 0]
['N15', '', 0]
['N81', '', 0]
['N11', '', 0]
['N45', '', 0]
['N6', '', 0]
['N10', '', 0]
['N59', '', 0]
['N25', '', 0]
['N26', '', 0]
['N98', '', 0]
['N39', '', 0]
['N80', '', 0]
['N90', '', 0]
['N34', '', 0]
['N36', '', 0]
['N30', '', 0]
['N2', '', 0]
['N52', '', 0]
['N87', '', 0]
['N74', '', 0]
['N72', '', 0]
['N5', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N65', '', 0]
Action: ['move', 'N58', 'N65', 7.152643]

Open List:
----------------------
['N69', '', 0]
['N54', '', 0]
['N78', '', 0]
['N31', '', 0]
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
['N33', '', 0]
['N15', '', 0]
['N81', '', 0]
['N11', '', 0]
['N45', '', 0]
['N6', '', 0]
['N10', '', 0]
['N59', '', 0]
['N25', '', 0]
['N26', '', 0]
['N98', '', 0]
['N39', '', 0]
['N80', '', 0]
['N90', '', 0]
['N34', '', 0]
['N36', '', 0]
['N30', '', 0]
['N2', '', 0]
['N52', '', 0]
['N87', '', 0]
['N74', '', 0]
['N72', '', 0]
['N5', '', 0]
['N35', '', 0]
['N51', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N69', '', 0]
Action: ['move', 'N58', 'N69', 4.177159]

Open List:
----------------------
['N54', '', 0]
['N78', '', 0]
['N31', '', 0]
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
['N33', '', 0]
['N15', '', 0]
['N81', '', 0]
['N11', '', 0]
['N45', '', 0]
['N6', '', 0]
['N10', '', 0]
['N59', '', 0]
['N25', '', 0]
['N26', '', 0]
['N98', '', 0]
['N39', '', 0]
['N80', '', 0]
['N90', '', 0]
['N34', '', 0]
['N36', '', 0]
['N30', '', 0]
['N2', '', 0]
['N52', '', 0]
['N87', '', 0]
['N74', '', 0]
['N72', '', 0]
['N5', '', 0]
['N35', '', 0]
['N51', '', 0]
['N91', '', 0]
['N28', '', 0]
['N42', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
----------------------

['N54', '', 0]
Action: ['move', 'N8', 'N54', 2.245606]

Open List:
----------------------
['N78', '', 0]
['N31', '', 0]
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
['N33', '', 0]
['N15', '', 0]
['N81', '', 0]
['N11', '', 0]
['N45', '', 0]
['N6', '', 0]
['N10', '', 0]
['N59', '', 0]
['N25', '', 0]
['N26', '', 0]
['N98', '', 0]
['N39', '', 0]
['N80', '', 0]
['N90', '', 0]
['N34', '', 0]
['N36', '', 0]
['N30', '', 0]
['N2', '', 0]
['N52', '', 0]
['N87', '', 0]
['N74', '', 0]
['N72', '', 0]
['N5', '', 0]
['N35', '', 0]
['N51', '', 0]
['N91', '', 0]
['N28', '', 0]
['N42', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
['N54', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N78', '', 0]
Action: ['move', 'N8', 'N78', 0.139191]

Open List:
----------------------
['N31', '', 0]
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
['N33', '', 0]
['N15', '', 0]
['N81', '', 0]
['N11', '', 0]
['N45', '', 0]
['N6', '', 0]
['N10', '', 0]
['N59', '', 0]
['N25', '', 0]
['N26', '', 0]
['N98', '', 0]
['N39', '', 0]
['N80', '', 0]
['N90', '', 0]
['N34', '', 0]
['N36', '', 0]
['N30', '', 0]
['N2', '', 0]
['N52', '', 0]
['N87', '', 0]
['N74', '', 0]
['N72', '', 0]
['N5', '', 0]
['N35', '', 0]
['N51', '', 0]
['N91', '', 0]
['N28', '', 0]
['N42', '', 0]
['N14', '', 0]
['N89', '', 0]
['N63', '', 0]
['N76', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
['N54', '', 0]
['N78', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N31', '', 0]
Action: ['move', 'N93', 'N31', 8.326683]

Open List:
----------------------
['N27', '', 0]
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
['N33', '', 0]
['N15', '', 0]
['N81', '', 0]
['N11', '', 0]
['N45', '', 0]
['N6', '', 0]
['N10', '', 0]
['N59', '', 0]
['N25', '', 0]
['N26', '', 0]
['N98', '', 0]
['N39', '', 0]
['N80', '', 0]
['N90', '', 0]
['N34', '', 0]
['N36', '', 0]
['N30', '', 0]
['N2', '', 0]
['N52', '', 0]
['N87', '', 0]
['N74', '', 0]
['N72', '', 0]
['N5', '', 0]
['N35', '', 0]
['N51', '', 0]
['N91', '', 0]
['N28', '', 0]
['N42', '', 0]
['N14', '', 0]
['N89', '', 0]
['N63', '', 0]
['N76', '', 0]
['N60', '', 0]
----------------------

Closed List:
----------------------
['EXIT', '', 0]
['N57', '', 0]
['N58', '', 0]
['N8', '', 0]
['N93', '', 0]
['N50', '', 0]
['N20', '', 0]
['N47', '', 0]
['N71', '', 0]
['N73', '', 0]
['N38', '', 0]
['N3', '', 0]
['N17', '', 0]
['N46', '', 0]
['N86', '', 0]
['N65', '', 0]
['N69', '', 0]
['N54', '', 0]
['N78', '', 0]
['N31', '', 0]
----------------------
MOVE {'S1': [7.0, ['C2', 'C3']], 'S2': [6.0, ['C4', 'C5']], 'S3': [0, []], 'S0': [8.0, ['C0', 'C1']], 'S4': [0, []]}

['N27', '', 0]
Action: ['move', 'N93', 'N27', 2.488009]

Open List:
----------------------
['N4', '', 0]
['N43', '', 0]
['N32', '', 0]
['N83', '', 0]
['N62', '', 0]
['N95', '', 0]
['N12', '', 0]
['N33', '', 0]
['N15', '', 0]
['N81', '', 0]
['N11', '', 0]
['N45', '', 0]
